# panacus histgrowth ecoli2146.pan.explode.0.og.crush.gfa -c bp -q 0,1,0.5,0.1 -t 28
686	46428657	0	NaN	NaN
687	46460787	0	NaN	NaN
688	46492896	0	NaN	NaN
689	46524984	0	NaN	NaN
690	46557050	0	NaN	NaN
691	46589095	0	NaN	NaN
692	46621119	0	NaN	NaN
693	46653122	0	NaN	NaN
694	46685104	0	NaN	NaN
695	46717064	0	NaN	NaN
696	46749004	0	NaN	NaN
697	46780922	0	NaN	NaN
698	46812820	0	NaN	NaN
699	46844697	0	NaN	NaN
700	46876553	0	NaN	NaN
701	46908388	0	NaN	NaN
702	46940202	0	NaN	NaN
703	46971996	0	NaN	NaN
704	47003769	0	NaN	NaN
705	47035521	0	NaN	NaN
706	47067253	0	NaN	NaN
707	47098965	0	NaN	NaN
708	47130655	0	NaN	NaN
709	47162326	0	NaN	NaN
710	47193976	0	NaN	NaN
711	47225606	0	NaN	NaN
712	47257215	0	NaN	NaN
713	47288804	0	NaN	NaN
714	47320373	0	NaN	NaN
715	47351922	0	NaN	NaN
716	47383450	0	NaN	NaN
717	47414959	0	NaN	NaN
718	47446447	0	NaN	NaN
719	47477916	0	NaN	NaN
720	47509365	0	NaN	NaN
721	47540793	0	NaN	NaN
722	47572202	0	NaN	NaN
723	47603591	0	NaN	NaN
724	47634960	0	NaN	NaN
725	47666309	0	NaN	NaN
726	47697639	0	NaN	NaN
727	47728949	0	NaN	NaN
728	47760240	0	NaN	NaN
729	47791510	0	NaN	NaN
730	47822762	0	NaN	NaN
731	47853994	0	NaN	NaN
732	47885206	0	NaN	NaN
733	47916399	0	NaN	NaN
734	47947573	0	NaN	NaN
735	47978727	0	NaN	NaN
736	48009862	0	NaN	NaN
737	48040977	0	NaN	NaN
738	48072074	0	NaN	NaN
739	48103151	0	NaN	NaN
740	48134209	0	NaN	NaN
741	48165249	0	NaN	NaN
742	48196269	0	NaN	NaN
743	48227270	0	NaN	NaN
744	48258252	0	NaN	NaN
745	48289215	0	NaN	NaN
746	48320159	0	NaN	NaN
747	48351084	0	NaN	NaN
748	48381991	0	NaN	NaN
749	48412879	0	NaN	NaN
750	48443748	0	NaN	NaN
751	48474598	0	NaN	NaN
752	48505430	0	NaN	NaN
753	48536243	0	NaN	NaN
754	48567037	0	NaN	NaN
755	48597813	0	NaN	NaN
756	48628571	0	NaN	NaN
757	48659310	0	NaN	NaN
758	48690030	0	NaN	NaN
759	48720732	0	NaN	NaN
760	48751416	0	NaN	NaN
761	48782081	0	NaN	NaN
762	48812728	0	NaN	NaN
763	48843357	0	NaN	NaN
764	48873968	0	NaN	NaN
765	48904560	0	NaN	NaN
766	48935135	0	NaN	NaN
767	48965691	0	NaN	NaN
768	48996229	0	NaN	NaN
769	49026749	0	NaN	NaN
770	49057251	0	NaN	NaN
771	49087736	0	NaN	NaN
772	49118202	0	NaN	NaN
773	49148650	0	NaN	NaN
774	49179081	0	NaN	NaN
775	49209493	0	NaN	NaN
776	49239888	0	NaN	NaN
777	49270266	0	NaN	NaN
778	49300625	0	NaN	NaN
779	49330967	0	NaN	NaN
780	49361291	0	NaN	NaN
781	49391598	0	NaN	NaN
782	49421886	0	NaN	NaN
783	49452158	0	NaN	NaN
784	49482412	0	NaN	NaN
785	49512648	0	NaN	NaN
786	49542867	0	NaN	NaN
787	49573069	0	NaN	NaN
788	49603253	0	NaN	NaN
789	49633420	0	NaN	NaN
790	49663570	0	NaN	NaN
791	49693702	0	NaN	NaN
792	49723817	0	NaN	NaN
793	49753915	0	NaN	NaN
794	49783996	0	NaN	NaN
795	49814060	0	NaN	NaN
796	49844106	0	NaN	NaN
797	49874136	0	NaN	NaN
798	49904148	0	NaN	NaN
799	49934144	0	NaN	NaN
800	49964122	0	NaN	NaN
801	49994084	0	NaN	NaN
802	50024028	0	NaN	NaN
803	50053956	0	NaN	NaN
804	50083867	0	NaN	NaN
805	50113761	0	NaN	NaN
806	50143639	0	NaN	NaN
807	50173500	0	NaN	NaN
808	50203343	0	NaN	NaN
809	50233171	0	NaN	NaN
810	50262981	0	NaN	NaN
811	50292775	0	NaN	NaN
812	50322553	0	NaN	NaN
813	50352314	0	NaN	NaN
814	50382058	0	NaN	NaN
815	50411786	0	NaN	NaN
816	50441498	0	NaN	NaN
817	50471193	0	NaN	NaN
818	50500871	0	NaN	NaN
819	50530533	0	NaN	NaN
820	50560179	0	NaN	NaN
821	50589809	0	NaN	NaN
822	50619422	0	NaN	NaN
823	50649020	0	NaN	NaN
824	50678601	0	NaN	NaN
825	50708165	0	NaN	NaN
826	50737714	0	NaN	NaN
827	50767246	0	NaN	NaN
828	50796763	0	NaN	NaN
829	50826263	0	NaN	NaN
830	50855748	0	NaN	NaN
831	50885216	0	NaN	NaN
832	50914668	0	NaN	NaN
833	50944105	0	NaN	NaN
834	50973525	0	NaN	NaN
835	51002930	0	NaN	NaN
836	51032319	0	NaN	NaN
837	51061692	0	NaN	NaN
838	51091049	0	NaN	NaN
839	51120390	0	NaN	NaN
840	51149716	0	NaN	NaN
841	51179026	0	NaN	NaN
842	51208320	0	NaN	NaN
843	51237599	0	NaN	NaN
844	51266862	0	NaN	NaN
845	51296109	0	NaN	NaN
846	51325341	0	NaN	NaN
847	51354558	0	NaN	NaN
848	51383759	0	NaN	NaN
849	51412944	0	NaN	NaN
850	51442114	0	NaN	NaN
851	51471269	0	NaN	NaN
852	51500408	0	NaN	NaN
853	51529531	0	NaN	NaN
854	51558640	0	NaN	NaN
855	51587733	0	NaN	NaN
856	51616811	0	NaN	NaN
857	51645873	0	NaN	NaN
858	51674921	0	NaN	NaN
859	51703953	0	NaN	NaN
860	51732970	0	NaN	NaN
861	51761972	0	NaN	NaN
862	51790959	0	NaN	NaN
863	51819930	0	NaN	NaN
864	51848887	0	NaN	NaN
865	51877829	0	NaN	NaN
866	51906755	0	NaN	NaN
867	51935667	0	NaN	NaN
868	51964563	0	NaN	NaN
869	51993445	0	NaN	NaN
870	52022312	0	NaN	NaN
871	52051164	0	NaN	NaN
872	52080001	0	NaN	NaN
873	52108823	0	NaN	NaN
874	52137631	0	NaN	NaN
875	52166423	0	NaN	NaN
876	52195201	0	NaN	NaN
877	52223965	0	NaN	NaN
878	52252713	0	NaN	NaN
879	52281447	0	NaN	NaN
880	52310166	0	NaN	NaN
881	52338871	0	NaN	NaN
882	52367561	0	NaN	NaN
883	52396237	0	NaN	NaN
884	52424898	0	NaN	NaN
885	52453544	0	NaN	NaN
886	52482176	0	NaN	NaN
887	52510794	0	NaN	NaN
888	52539397	0	NaN	NaN
889	52567985	0	NaN	NaN
890	52596560	0	NaN	NaN
891	52625120	0	NaN	NaN
892	52653665	0	NaN	NaN
893	52682196	0	NaN	NaN
894	52710713	0	NaN	NaN
895	52739216	0	NaN	NaN
896	52767705	0	NaN	NaN
897	52796179	0	NaN	NaN
898	52824639	0	NaN	NaN
899	52853085	0	NaN	NaN
900	52881517	0	NaN	NaN
901	52909934	0	NaN	NaN
902	52938338	0	NaN	NaN
903	52966728	0	NaN	NaN
904	52995103	0	NaN	NaN
905	53023465	0	NaN	NaN
906	53051812	0	NaN	NaN
907	53080146	0	NaN	NaN
908	53108465	0	NaN	NaN
909	53136771	0	NaN	NaN
910	53165063	0	NaN	NaN
911	53193341	0	NaN	NaN
912	53221605	0	NaN	NaN
913	53249855	0	NaN	NaN
914	53278091	0	NaN	NaN
915	53306314	0	NaN	NaN
916	53334523	0	NaN	NaN
917	53362718	0	NaN	NaN
918	53390899	0	NaN	NaN
919	53419067	0	NaN	NaN
920	53447221	0	NaN	NaN
921	53475362	0	NaN	NaN
922	53503488	0	NaN	NaN
923	53531602	0	NaN	NaN
924	53559701	0	NaN	NaN
925	53587787	0	NaN	NaN
926	53615860	0	NaN	NaN
927	53643919	0	NaN	NaN
928	53671965	0	NaN	NaN
929	53699997	0	NaN	NaN
930	53728016	0	NaN	NaN
931	53756021	0	NaN	NaN
932	53784013	0	NaN	NaN
933	53811991	0	NaN	NaN
934	53839956	0	NaN	NaN
935	53867908	0	NaN	NaN
936	53895847	0	NaN	NaN
937	53923772	0	NaN	NaN
938	53951684	0	NaN	NaN
939	53979583	0	NaN	NaN
940	54007469	0	NaN	NaN
941	54035341	0	NaN	NaN
942	54063200	0	NaN	NaN
943	54091046	0	NaN	NaN
944	54118879	0	NaN	NaN
945	54146699	0	NaN	NaN
946	54174506	0	NaN	NaN
947	54202299	0	NaN	NaN
948	54230080	0	NaN	NaN
949	54257848	0	NaN	NaN
950	54285602	0	NaN	NaN
951	54313344	0	NaN	NaN
952	54341073	0	NaN	NaN
953	54368788	0	NaN	NaN
954	54396491	0	NaN	NaN
955	54424181	0	NaN	NaN
956	54451858	0	NaN	NaN
957	54479523	0	NaN	NaN
958	54507174	0	NaN	NaN
959	54534813	0	NaN	NaN
960	54562438	0	NaN	NaN
961	54590051	0	NaN	NaN
962	54617652	0	NaN	NaN
963	54645239	0	NaN	NaN
964	54672814	0	NaN	NaN
965	54700376	0	NaN	NaN
966	54727926	0	NaN	NaN
967	54755462	0	NaN	NaN
968	54782987	0	NaN	NaN
969	54810498	0	NaN	NaN
970	54837997	0	NaN	NaN
971	54865484	0	NaN	NaN
972	54892958	0	NaN	NaN
973	54920419	0	NaN	NaN
974	54947868	0	NaN	NaN
975	54975304	0	NaN	NaN
976	55002728	0	NaN	NaN
977	55030140	0	NaN	NaN
978	55057539	0	NaN	NaN
979	55084926	0	NaN	NaN
980	55112300	0	NaN	NaN
981	55139662	0	NaN	NaN
982	55167011	0	NaN	NaN
983	55194349	0	NaN	NaN
984	55221674	0	NaN	NaN
985	55248986	0	NaN	NaN
986	55276287	0	NaN	NaN
987	55303575	0	NaN	NaN
988	55330851	0	NaN	NaN
989	55358114	0	NaN	NaN
990	55385366	0	NaN	NaN
991	55412605	0	NaN	NaN
992	55439832	0	NaN	NaN
993	55467047	0	NaN	NaN
994	55494250	0	NaN	NaN
995	55521441	0	NaN	NaN
996	55548620	0	NaN	NaN
997	55575786	0	NaN	NaN
998	55602941	0	NaN	NaN
999	55630084	0	NaN	NaN
1000	55657214	0	NaN	NaN
1001	55684333	0	NaN	NaN
1002	55711440	0	NaN	NaN
1003	55738534	0	NaN	NaN
1004	55765617	0	NaN	NaN
1005	55792688	0	NaN	NaN
1006	55819747	0	NaN	NaN
1007	55846794	0	NaN	NaN
1008	55873829	0	NaN	NaN
1009	55900853	0	NaN	NaN
1010	55927864	0	NaN	NaN
1011	55954864	0	NaN	NaN
1012	55981852	0	NaN	NaN
1013	56008828	0	NaN	NaN
1014	56035793	0	NaN	NaN
1015	56062746	0	NaN	NaN
1016	56089687	0	NaN	NaN
1017	56116616	0	NaN	NaN
1018	56143534	0	NaN	NaN
1019	56170440	0	NaN	NaN
1020	56197334	0	NaN	NaN
1021	56224217	0	NaN	NaN
1022	56251088	0	NaN	NaN
1023	56277948	0	NaN	NaN
1024	56304796	0	NaN	NaN
1025	56331632	0	NaN	NaN
1026	56358457	0	NaN	NaN
1027	56385271	0	NaN	NaN
1028	56412073	0	NaN	NaN
1029	56438863	0	NaN	NaN
1030	56465642	0	NaN	NaN
1031	56492410	0	NaN	NaN
1032	56519166	0	NaN	NaN
1033	56545910	0	NaN	NaN
1034	56572644	0	NaN	NaN
1035	56599366	0	NaN	NaN
1036	56626076	0	NaN	NaN
1037	56652775	0	NaN	NaN
1038	56679463	0	NaN	NaN
1039	56706140	0	NaN	NaN
1040	56732805	0	NaN	NaN
1041	56759459	0	NaN	NaN
1042	56786102	0	NaN	NaN
1043	56812733	0	NaN	NaN
1044	56839354	0	NaN	NaN
1045	56865963	0	NaN	NaN
1046	56892561	0	NaN	NaN
1047	56919147	0	NaN	NaN
1048	56945723	0	NaN	NaN
1049	56972287	0	NaN	NaN
1050	56998841	0	NaN	NaN
1051	57025383	0	NaN	NaN
1052	57051914	0	NaN	NaN
1053	57078434	0	NaN	NaN
1054	57104943	0	NaN	NaN
1055	57131441	0	NaN	NaN
1056	57157927	0	NaN	NaN
1057	57184403	0	NaN	NaN
1058	57210868	0	NaN	NaN
1059	57237322	0	NaN	NaN
1060	57263765	0	NaN	NaN
1061	57290197	0	NaN	NaN
1062	57316618	0	NaN	NaN
1063	57343028	0	NaN	NaN
1064	57369427	0	NaN	NaN
1065	57395816	0	NaN	NaN
1066	57422193	0	NaN	NaN
1067	57448560	0	NaN	NaN
1068	57474915	0	NaN	NaN
1069	57501260	0	NaN	NaN
1070	57527595	0	NaN	NaN
1071	57553918	0	NaN	NaN
1072	57580231	0	NaN	NaN
1073	57606532	0	NaN	NaN
1074	57632824	0	NaN	NaN
1075	57659104	0	NaN	NaN
1076	57685374	0	NaN	NaN
1077	57711633	0	NaN	NaN
1078	57737881	0	NaN	NaN
1079	57764118	0	NaN	NaN
1080	57790345	0	NaN	NaN
1081	57816562	0	NaN	NaN
1082	57842767	0	NaN	NaN
1083	57868963	0	NaN	NaN
1084	57895147	0	NaN	NaN
1085	57921321	0	NaN	NaN
1086	57947484	0	NaN	NaN
1087	57973637	0	NaN	NaN
1088	57999780	0	NaN	NaN
1089	58025911	0	NaN	NaN
1090	58052033	0	NaN	NaN
1091	58078144	0	NaN	NaN
1092	58104244	0	NaN	NaN
1093	58130334	0	NaN	NaN
1094	58156413	0	NaN	NaN
1095	58182482	0	NaN	NaN
1096	58208541	0	NaN	NaN
1097	58234589	0	NaN	NaN
1098	58260627	0	NaN	NaN
1099	58286655	0	NaN	NaN
1100	58312672	0	NaN	NaN
1101	58338679	0	NaN	NaN
1102	58364675	0	NaN	NaN
1103	58390661	0	NaN	NaN
1104	58416637	0	NaN	NaN
1105	58442603	0	NaN	NaN
1106	58468558	0	NaN	NaN
1107	58494503	0	NaN	NaN
1108	58520438	0	NaN	NaN
1109	58546363	0	NaN	NaN
1110	58572277	0	NaN	NaN
1111	58598182	0	NaN	NaN
1112	58624076	0	NaN	NaN
1113	58649960	0	NaN	NaN
1114	58675833	0	NaN	NaN
1115	58701697	0	NaN	NaN
1116	58727551	0	NaN	NaN
1117	58753394	0	NaN	NaN
1118	58779227	0	NaN	NaN
1119	58805050	0	NaN	NaN
1120	58830864	0	NaN	NaN
1121	58856667	0	NaN	NaN
1122	58882460	0	NaN	NaN
1123	58908243	0	NaN	NaN
1124	58934016	0	NaN	NaN
1125	58959779	0	NaN	NaN
1126	58985532	0	NaN	NaN
1127	59011275	0	NaN	NaN
1128	59037008	0	NaN	NaN
1129	59062732	0	NaN	NaN
1130	59088445	0	NaN	NaN
1131	59114148	0	NaN	NaN
1132	59139842	0	NaN	NaN
1133	59165526	0	NaN	NaN
1134	59191199	0	NaN	NaN
1135	59216863	0	NaN	NaN
1136	59242517	0	NaN	NaN
1137	59268161	0	NaN	NaN
1138	59293796	0	NaN	NaN
1139	59319420	0	NaN	NaN
1140	59345035	0	NaN	NaN
1141	59370640	0	NaN	NaN
1142	59396235	0	NaN	NaN
1143	59421821	0	NaN	NaN
1144	59447397	0	NaN	NaN
1145	59472963	0	NaN	NaN
1146	59498519	0	NaN	NaN
1147	59524066	0	NaN	NaN
1148	59549603	0	NaN	NaN
1149	59575130	0	NaN	NaN
1150	59600647	0	NaN	NaN
1151	59626155	0	NaN	NaN
1152	59651654	0	NaN	NaN
1153	59677142	0	NaN	NaN
1154	59702622	0	NaN	NaN
1155	59728091	0	NaN	NaN
1156	59753551	0	NaN	NaN
1157	59779001	0	NaN	NaN
1158	59804442	0	NaN	NaN
1159	59829873	0	NaN	NaN
1160	59855295	0	NaN	NaN
1161	59880707	0	NaN	NaN
1162	59906110	0	NaN	NaN
1163	59931503	0	NaN	NaN
1164	59956887	0	NaN	NaN
1165	59982261	0	NaN	NaN
1166	60007626	0	NaN	NaN
1167	60032981	0	NaN	NaN
1168	60058327	0	NaN	NaN
1169	60083664	0	NaN	NaN
1170	60108991	0	NaN	NaN
1171	60134309	0	NaN	NaN
1172	60159617	0	NaN	NaN
1173	60184916	0	NaN	NaN
1174	60210206	0	NaN	NaN
1175	60235486	0	NaN	NaN
1176	60260757	0	NaN	NaN
1177	60286019	0	NaN	NaN
1178	60311271	0	NaN	NaN
1179	60336514	0	NaN	NaN
1180	60361748	0	NaN	NaN
1181	60386972	0	NaN	NaN
1182	60412188	0	NaN	NaN
1183	60437394	0	NaN	NaN
1184	60462590	0	NaN	NaN
1185	60487778	0	NaN	NaN
1186	60512956	0	NaN	NaN
1187	60538125	0	NaN	NaN
1188	60563285	0	NaN	NaN
1189	60588436	0	NaN	NaN
1190	60613578	0	NaN	NaN
1191	60638710	0	NaN	NaN
1192	60663834	0	NaN	NaN
1193	60688948	0	NaN	NaN
1194	60714053	0	NaN	NaN
1195	60739149	0	NaN	NaN
1196	60764236	0	NaN	NaN
1197	60789314	0	NaN	NaN
1198	60814383	0	NaN	NaN
1199	60839442	0	NaN	NaN
1200	60864493	0	NaN	NaN
1201	60889535	0	NaN	NaN
1202	60914567	0	NaN	NaN
1203	60939591	0	NaN	NaN
1204	60964606	0	NaN	NaN
1205	60989611	0	NaN	NaN
1206	61014608	0	NaN	NaN
1207	61039596	0	NaN	NaN
1208	61064574	0	NaN	NaN
1209	61089544	0	NaN	NaN
1210	61114505	0	NaN	NaN
1211	61139457	0	NaN	NaN
1212	61164400	0	NaN	NaN
1213	61189334	0	NaN	NaN
1214	61214260	0	NaN	NaN
1215	61239176	0	NaN	NaN
1216	61264084	0	NaN	NaN
1217	61288982	0	NaN	NaN
1218	61313872	0	NaN	NaN
1219	61338753	0	NaN	NaN
1220	61363626	0	NaN	NaN
1221	61388489	0	NaN	NaN
1222	61413344	0	NaN	NaN
1223	61438190	0	NaN	NaN
1224	61463027	0	NaN	NaN
1225	61487855	0	NaN	NaN
1226	61512675	0	NaN	NaN
1227	61537486	0	NaN	NaN
1228	61562288	0	NaN	NaN
1229	61587081	0	NaN	NaN
1230	61611866	0	NaN	NaN
1231	61636642	0	NaN	NaN
1232	61661410	0	NaN	NaN
1233	61686168	0	NaN	NaN
1234	61710918	0	NaN	NaN
1235	61735660	0	NaN	NaN
1236	61760393	0	NaN	NaN
1237	61785117	0	NaN	NaN
1238	61809832	0	NaN	NaN
1239	61834539	0	NaN	NaN
1240	61859238	0	NaN	NaN
1241	61883927	0	NaN	NaN
1242	61908608	0	NaN	NaN
1243	61933281	0	NaN	NaN
1244	61957945	0	NaN	NaN
1245	61982601	0	NaN	NaN
1246	62007248	0	NaN	NaN
1247	62031886	0	NaN	NaN
1248	62056516	0	NaN	NaN
1249	62081138	0	NaN	NaN
1250	62105751	0	NaN	NaN
1251	62130355	0	NaN	NaN
1252	62154951	0	NaN	NaN
1253	62179539	0	NaN	NaN
1254	62204118	0	NaN	NaN
1255	62228689	0	NaN	NaN
1256	62253251	0	NaN	NaN
1257	62277805	0	NaN	NaN
1258	62302350	0	NaN	NaN
1259	62326887	0	NaN	NaN
1260	62351416	0	NaN	NaN
1261	62375936	0	NaN	NaN
1262	62400448	0	NaN	NaN
1263	62424952	0	NaN	NaN
1264	62449447	0	NaN	NaN
1265	62473934	0	NaN	NaN
1266	62498412	0	NaN	NaN
1267	62522883	0	NaN	NaN
1268	62547345	0	NaN	NaN
1269	62571798	0	NaN	NaN
1270	62596244	0	NaN	NaN
1271	62620681	0	NaN	NaN
1272	62645110	0	NaN	NaN
1273	62669530	0	NaN	NaN
1274	62693943	0	NaN	NaN
1275	62718347	0	NaN	NaN
1276	62742743	0	NaN	NaN
1277	62767131	0	NaN	NaN
1278	62791510	0	NaN	NaN
1279	62815882	0	NaN	NaN
1280	62840245	0	NaN	NaN
1281	62864600	0	NaN	NaN
1282	62888946	0	NaN	NaN
1283	62913285	0	NaN	NaN
1284	62937616	0	NaN	NaN
1285	62961938	0	NaN	NaN
1286	62986252	0	NaN	NaN
1287	63010558	0	NaN	NaN
1288	63034856	0	NaN	NaN
1289	63059146	0	NaN	NaN
1290	63083428	0	NaN	NaN
1291	63107702	0	NaN	NaN
1292	63131968	0	NaN	NaN
1293	63156225	0	NaN	NaN
1294	63180475	0	NaN	NaN
1295	63204717	0	NaN	NaN
1296	63228950	0	NaN	NaN
1297	63253176	0	NaN	NaN
1298	63277393	0	NaN	NaN
1299	63301603	0	NaN	NaN
1300	63325804	0	NaN	NaN
1301	63349998	0	NaN	NaN
1302	63374184	0	NaN	NaN
1303	63398361	0	NaN	NaN
1304	63422531	0	NaN	NaN
1305	63446693	0	NaN	NaN
1306	63470847	0	NaN	NaN
1307	63494992	0	NaN	NaN
1308	63519130	0	NaN	NaN
1309	63543261	0	NaN	NaN
1310	63567383	0	NaN	NaN
1311	63591497	0	NaN	NaN
1312	63615603	0	NaN	NaN
1313	63639702	0	NaN	NaN
1314	63663793	0	NaN	NaN
1315	63687876	0	NaN	NaN
1316	63711951	0	NaN	NaN
1317	63736018	0	NaN	NaN
1318	63760077	0	NaN	NaN
1319	63784129	0	NaN	NaN
1320	63808172	0	NaN	NaN
1321	63832208	0	NaN	NaN
1322	63856237	0	NaN	NaN
1323	63880257	0	NaN	NaN
1324	63904270	0	NaN	NaN
1325	63928275	0	NaN	NaN
1326	63952272	0	NaN	NaN
1327	63976261	0	NaN	NaN
1328	64000243	0	NaN	NaN
1329	64024217	0	NaN	NaN
1330	64048183	0	NaN	NaN
1331	64072141	0	NaN	NaN
1332	64096092	0	NaN	NaN
1333	64120035	0	NaN	NaN
1334	64143971	0	NaN	NaN
1335	64167899	0	NaN	NaN
1336	64191819	0	NaN	NaN
1337	64215731	0	NaN	NaN
1338	64239636	0	NaN	NaN
1339	64263534	0	NaN	NaN
1340	64287423	0	NaN	NaN
1341	64311305	0	NaN	NaN
1342	64335179	0	NaN	NaN
1343	64359046	0	NaN	NaN
1344	64382905	0	NaN	NaN
1345	64406757	0	NaN	NaN
1346	64430601	0	NaN	NaN
1347	64454438	0	NaN	NaN
1348	64478267	0	NaN	NaN
1349	64502088	0	NaN	NaN
1350	64525902	0	NaN	NaN
1351	64549708	0	NaN	NaN
1352	64573507	0	NaN	NaN
1353	64597298	0	NaN	NaN
1354	64621082	0	NaN	NaN
1355	64644858	0	NaN	NaN
1356	64668627	0	NaN	NaN
1357	64692388	0	NaN	NaN
1358	64716142	0	NaN	NaN
1359	64739889	0	NaN	NaN
1360	64763628	0	NaN	NaN
1361	64787359	0	NaN	NaN
1362	64811083	0	NaN	NaN
1363	64834800	0	NaN	NaN
1364	64858509	0	NaN	NaN
1365	64882211	0	NaN	NaN
1366	64905905	0	NaN	NaN
1367	64929592	0	NaN	NaN
1368	64953272	0	NaN	NaN
1369	64976944	0	NaN	NaN
1370	65000609	0	NaN	NaN
1371	65024267	0	NaN	NaN
1372	65047917	0	NaN	NaN
1373	65071560	0	NaN	NaN
1374	65095195	0	NaN	NaN
1375	65118823	0	NaN	NaN
1376	65142444	0	NaN	NaN
1377	65166058	0	NaN	NaN
1378	65189664	0	NaN	NaN
1379	65213263	0	NaN	NaN
1380	65236855	0	NaN	NaN
1381	65260439	0	NaN	NaN
1382	65284016	0	NaN	NaN
1383	65307586	0	NaN	NaN
1384	65331149	0	NaN	NaN
1385	65354704	0	NaN	NaN
1386	65378252	0	NaN	NaN
1387	65401793	0	NaN	NaN
1388	65425327	0	NaN	NaN
1389	65448853	0	NaN	NaN
1390	65472373	0	NaN	NaN
1391	65495885	0	NaN	NaN
1392	65519389	0	NaN	NaN
1393	65542887	0	NaN	NaN
1394	65566378	0	NaN	NaN
1395	65589861	0	NaN	NaN
1396	65613337	0	NaN	NaN
1397	65636806	0	NaN	NaN
1398	65660268	0	NaN	NaN
1399	65683723	0	NaN	NaN
1400	65707170	0	NaN	NaN
1401	65730611	0	NaN	NaN
1402	65754044	0	NaN	NaN
1403	65777471	0	NaN	NaN
1404	65800890	0	NaN	NaN
1405	65824302	0	NaN	NaN
1406	65847707	0	NaN	NaN
1407	65871105	0	NaN	NaN
1408	65894496	0	NaN	NaN
1409	65917880	0	NaN	NaN
1410	65941257	0	NaN	NaN
1411	65964626	0	NaN	NaN
1412	65987989	0	NaN	NaN
1413	66011345	0	NaN	NaN
1414	66034693	0	NaN	NaN
1415	66058035	0	NaN	NaN
1416	66081370	0	NaN	NaN
1417	66104697	0	NaN	NaN
1418	66128018	0	NaN	NaN
1419	66151332	0	NaN	NaN
1420	66174638	0	NaN	NaN
1421	66197938	0	NaN	NaN
1422	66221231	0	NaN	NaN
1423	66244517	0	NaN	NaN
1424	66267796	0	NaN	NaN
1425	66291068	0	NaN	NaN
1426	66314333	0	NaN	NaN
1427	66337591	0	NaN	NaN
1428	66360842	0	NaN	NaN
1429	66384086	0	NaN	NaN
1430	66407324	0	NaN	NaN
1431	66430554	0	NaN	NaN
1432	66453778	0	NaN	NaN
1433	66476994	0	NaN	NaN
1434	66500204	0	NaN	NaN
1435	66523407	0	NaN	NaN
1436	66546603	0	NaN	NaN
1437	66569793	0	NaN	NaN
1438	66592975	0	NaN	NaN
1439	66616151	0	NaN	NaN
1440	66639320	0	NaN	NaN
1441	66662482	0	NaN	NaN
1442	66685637	0	NaN	NaN
1443	66708785	0	NaN	NaN
1444	66731927	0	NaN	NaN
1445	66755061	0	NaN	NaN
1446	66778189	0	NaN	NaN
1447	66801311	0	NaN	NaN
1448	66824425	0	NaN	NaN
1449	66847533	0	NaN	NaN
1450	66870634	0	NaN	NaN
1451	66893728	0	NaN	NaN
1452	66916815	0	NaN	NaN
1453	66939896	0	NaN	NaN
1454	66962970	0	NaN	NaN
1455	66986037	0	NaN	NaN
1456	67009098	0	NaN	NaN
1457	67032152	0	NaN	NaN
